/* DATA DESCRIPTION:
Citation:	Jouzel, Jean; Masson-Delmotte, Valerie (2007): EPICA Dome C Ice Core 800KYr deuterium data and temperature estimates. PANGAEA, https://doi.org/10.1594/PANGAEA.683655, 
	Supplement to: Jouzel, Jean; Masson-Delmotte, Valerie; Cattani, Olivier; Dreyfus, Gabrielle; Falourd, Sonia; Hoffmann, G; Minster, B; Nouet, J; Barnola, Jean-Marc; Chappellaz, Jérôme A; Fischer, Hubertus; Gallet, J C; Johnsen, Sigfus J; Leuenberger, Markus C; Loulergue, Laetitia; Luethi, D; Oerter, Hans; Parrenin, Frédéric; Raisbeck, Grant M; Raynaud, Dominique; Schilt, Adrian; Schwander, Jakob; Selmo, Enrico; Souchez, Roland; Spahni, Renato; Stauffer, Bernhard; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tison, Jean-Louis; Werner, Martin; Wolff, Eric W (2007): Orbital and millennial Antarctic climate variability over the past 800,000 years. Science, 317(5839), 793-797, https://doi.org/10.1126/science.1141038
Abstract:	A high-resolution deuterium profile is now available along the entire European Project for Ice Coring in Antarctica Dome C ice core, extending this climate record back to marine isotope stage 20.2, ~800,000 years ago. Experiments performed with an atmospheric general circulation model including water isotopes support its temperature interpretation. We assessed the general correspondence between Dansgaard-Oeschger events and their smoothed Antarctic counterparts for this Dome C record, which reveals the presence of such features with similar amplitudes during previous glacial periods. We suggest that the interplay between obliquity and precession accounts for the variable intensity of interglacial periods in ice core records.
	Temperature was estimated after correction for sea-water isotopic composition (Bintanja et al, 2005) and for ice sheet elevation (Parrenin et al, 2007) on EDC3 age scale (Parrenin et al, 2007).
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: http://www.esf.org/index.php?id=855)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3189.45 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Masson-Delmotte, Valerie * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	δ Deuterium [‰ SMOW] (δD) * PI: Masson-Delmotte, Valerie * METHOD/DEVICE: Isotope ratio mass spectrometry (URI: https://en.wikipedia.org/wiki/Isotope_ratio_mass_spectrometry) * COMMENT: LSCE, analytical accuracy of 0.5 per mil
	Temperature, difference [°C] (delta T) * PI: Masson-Delmotte, Valerie * METHOD/DEVICE: Calculated * COMMENT: Temperature difference from the average of the last 1000 years
	Sample ID (Sample ID) * PI: Masson-Delmotte, Valerie * COMMENT: Bag number
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	23173 data points
*/
Depth ice/snow [m]	Age model [ka]	δD [‰ SMOW]	delta T [°C]	Sample ID
1949.75	171.395	-431.6	-7.40	3546
1950.30	171.505	-429.0	-6.97	3547
1950.85	171.610	-426.4	-6.55	3548
1951.40	171.712	-423.3	-6.03	3549
1951.95	171.810	-427.0	-6.64	3550
1952.50	171.912	-422.6	-5.92	3551
1953.05	172.009	-422.1	-5.84	3552
1953.60	172.106	-427.2	-6.68	3553
1954.15	172.208	-423.7	-6.10	3554
1954.70	172.308	-429.8	-7.10	3555
1955.25	172.415	-427.7	-6.76	3556
1955.80	172.520	-431.9	-7.45	3557
1956.35	172.632	-427.5	-6.71	3558
1956.90	172.749	-432.0	-7.46	3559
1957.45	172.861	-433.1	-7.64	3560
1958.00	172.976	-438.1	-8.46	3561
1958.55	173.097	-431.7	-7.40	3562
1959.10	173.210	-436.2	-8.14	3563
1959.65	173.329	-433.0	-7.61	3564
1960.20	173.443	-436.4	-8.17	3565
1960.75	173.565	-436.5	-8.18	3566
1961.30	173.685	-439.7	-8.70	3567
1961.85	173.811	-437.4	-8.32	3568
1962.40	173.933	-435.9	-8.07	3569
1962.95	174.053	-435.4	-7.99	3570
1963.50	174.171	-436.2	-8.12	3571
1964.05	174.291	-434.4	-7.81	3572
1964.60	174.410	-437.8	-8.38	3573
1965.15	174.528	-432.8	-7.56	3574
1965.70	174.643	-435.4	-7.98	3575
1966.25	174.761	-431.7	-7.37	3576
1966.80	174.874	-434.7	-7.87	3577
1967.35	174.991	-438.0	-8.41	3578
1967.90	175.113	-432.2	-7.46	3579
1968.45	175.228	-433.2	-7.62	3580
1969.00	175.343	-435.2	-7.95	3581
1969.55	175.461	-436.4	-8.15	3582
1970.10	175.582	-440.9	-8.89	3583
1970.65	175.712	-440.8	-8.87	3584
1971.20	175.842	-443.0	-9.23	3585
1971.75	175.976	-439.2	-8.60	3586
1972.30	176.103	-438.8	-8.53	3587
1972.85	176.229	-439.7	-8.68	3588
1973.40	176.357	-440.9	-8.87	3589
1973.95	176.487	-437.3	-8.28	3590
1974.50	176.610	-437.3	-8.28	3591
1975.05	176.728	-436.3	-8.11	3592
1975.60	176.848	-429.2	-6.94	3593
1976.15	176.958	-428.3	-6.79	3594
1976.70	177.065	-421.1	-5.61	3595
1977.25	177.165	-425.5	-6.33	3596
1977.80	177.268	-428.6	-6.84	3597
1978.35	177.375	-428.1	-6.76	3598
1978.90	177.478	-427.2	-6.61	3599
1979.45	177.584	-435.2	-7.93	3600
1980.00	177.701	-422.5	-5.84	3601
1980.55	177.801	-421.7	-5.71	3602
1981.10	177.899	-419.8	-5.40	3603
1981.65	177.994	-423.4	-5.99	3604
1982.20	178.095	-422.5	-5.85	3605
1982.75	178.195	-425.4	-6.32	3606
1983.30	178.298	-426.7	-6.54	3607
1983.85	178.404	-427.6	-6.69	3608
1984.40	178.511	-423.0	-5.93	3609
1984.95	178.613	-429.5	-7.00	3610
1985.50	178.722	-429.0	-6.92	3611
1986.05	178.832	-429.8	-7.05	3612
1986.60	178.944	-432.3	-7.46	3613
1987.15	179.060	-435.8	-8.03	3614
1987.70	179.182	-439.7	-8.68	3615
1988.25	179.308	-436.6	-8.16	3616
1988.80	179.432	-440.7	-8.83	3617
1989.35	179.562	-439.2	-8.58	3618
1989.90	179.694	-436.9	-8.20	3619
1990.45	179.819	-430.4	-7.13	3620
1991.00	179.934	-441.5	-8.95	3621
1991.55	180.063	-438.1	-8.39	3622
1992.10	180.191	-432.5	-7.47	3623
1992.65	180.309	-437.3	-8.26	3624
1993.20	180.435	-439.4	-8.60	3625
1993.75	180.566	-439.9	-8.68	3626
1994.30	180.698	-441.9	-9.02	3627
1994.85	180.829	-436.4	-8.10	3628
1995.40	180.956	-438.8	-8.49	3629
1995.95	181.086	-437.6	-8.29	3630
1996.50	181.215	-441.9	-9.00	3631
1997.05	181.351	-440.6	-8.79	3632
1997.60	181.484	-437.8	-8.32	3633
1998.15	181.603	-442.4	-9.08	3634
1998.70	181.729	-442.3	-9.06	3635
1999.25	181.868	-439.2	-8.55	3636
1999.80	182.001	-443.4	-9.24	3637
2000.35	182.133	-441.3	-8.89	3638
2000.90	182.269	-436.0	-8.02	3639
2001.45	182.408	-439.0	-8.51	3640
2002.00	182.534	-438.4	-8.41	3641
2002.55	182.663	-441.0	-8.84	3642
2003.10	182.798	-440.4	-8.74	3643
2003.65	182.929	-441.0	-8.84	3644
2004.20	183.062	-440.6	-8.77	3645
2004.75	183.195	-443.4	-9.23	3646
2005.30	183.332	-437.9	-8.32	3647
2005.85	183.461	-443.6	-9.26	3648
2006.40	183.598	-443.3	-9.20	3649
2006.95	183.740	-441.1	-8.84	3650
2007.50	183.877	-437.9	-8.31	3651
2008.05	184.009	-439.4	-8.55	3652
2008.60	184.143	-438.2	-8.35	3653
2009.15	184.276	-442.4	-9.04	3654
2009.70	184.416	-441.1	-8.82	3655
2010.25	184.554	-438.8	-8.43	3656
2010.80	184.688	-443.2	-9.15	3657
2011.35	184.831	-440.2	-8.66	3658
2011.90	184.968	-438.4	-8.35	3659
2012.45	185.101	-435.5	-7.87	3660
2013.00	185.229	-433.3	-7.51	3661
2013.55	185.353	-439.3	-8.50	3662
2014.10	185.487	-438.8	-8.41	3663
2014.65	185.622	-437.7	-8.22	3664
2015.20	185.755	-438.4	-8.34	3665
2015.75	185.888	-435.7	-7.89	3666
2016.30	186.017	-435.4	-7.84	3667
2016.85	186.145	-435.0	-7.77	3668
2017.40	186.273	-434.3	-7.65	3669
2017.95	186.398	-434.6	-7.69	3670
2018.50	186.512	-432.4	-7.33	3671
2019.05	186.634	-427.2	-6.47	3672
2019.60	186.748	-430.6	-7.03	3673
2020.15	186.867	-428.9	-6.75	3674
2020.70	186.984	-428.2	-6.63	3675
2021.25	187.099	-428.2	-6.63	3676
2021.80	187.214	-421.6	-5.54	3677
2022.35	187.320	-422.1	-5.62	3678
2022.90	187.425	-423.4	-5.83	3679
2023.45	187.532	-418.9	-5.09	3680
2024.00	187.633	-418.5	-5.02	3681
2024.55	187.732	-414.6	-4.38	3682
2025.10	187.826	-411.6	-3.89	3683
2025.65	187.916	-414.2	-4.32	3684
2026.20	188.009	-412.4	-4.03	3685
2026.75	188.102	-422.5	-5.69	3686
2027.30	188.207	-422.5	-5.69	3687
2027.85	188.314	-422.2	-5.64	3688
2028.40	188.422	-421.8	-5.57	3689
2028.95	188.528	-427.9	-6.58	3690
2029.50	188.644	-425.1	-6.12	3691
2030.05	188.757	-425.6	-6.20	3692
2030.60	188.872	-428.2	-6.62	3693
2031.15	188.989	-421.1	-5.45	3694
2031.70	189.095	-425.1	-6.11	3695
2032.25	189.207	-425.1	-6.11	3696
2032.80	189.320	-428.9	-6.73	3697
2033.35	189.439	-428.9	-6.73	3698
2033.90	189.558	-426.1	-6.27	3699
2034.45	189.674	-427.6	-6.51	3700
2035.00	189.791	-428.5	-6.66	3701
2035.55	189.911	-433.2	-7.43	3702
2036.10	190.039	-426.4	-6.31	3703
2036.65	190.155	-428.9	-6.71	3704
2037.20	190.276	-430.8	-7.02	3705
2037.75	190.400	-436.7	-7.99	3706
2038.30	190.536	-436.9	-8.01	3707
2038.85	190.672	-431.3	-7.08	3708
2039.40	190.799	-437.3	-8.06	3709
2039.95	190.936	-430.7	-6.97	3710
2040.50	191.061	-432.0	-7.18	3711
2041.05	191.188	-432.6	-7.27	3712
2041.60	191.316	-429.4	-6.74	3713
2042.15	191.440	-430.5	-6.91	3714
2042.70	191.564	-426.7	-6.28	3715
2043.25	191.682	-430.7	-6.93	3716
2043.80	191.806	-421.9	-5.48	3717
2044.35	191.917	-423.5	-5.74	3718
2044.90	192.026	-417.5	-4.75	3719
2045.45	192.127	-418.7	-4.94	3720
2046.00	192.231	-417.1	-4.67	3721
2046.55	192.332	-417.7	-4.77	3722
2047.10	192.435	-428.3	-6.51	3723
2047.65	192.556	-425.0	-5.96	3724
2048.20	192.672	-429.2	-6.64	3725
2048.75	192.795	-426.4	-6.17	3726
2049.30	192.913	-425.5	-6.02	3727
2049.85	193.029	-422.0	-5.43	3728
2050.40	193.140	-429.0	-6.58	3729
2050.95	193.264	-434.5	-7.47	3730
2051.50	193.396	-429.3	-6.60	3731
2052.05	193.521	-430.3	-6.75	3732
2052.60	193.646	-430.7	-6.81	3733
2053.15	193.770	-431.9	-6.99	3734
2053.70	193.897	-427.3	-6.22	3735
2054.25	194.019	-433.7	-7.26	3736
2054.80	194.149	-425.8	-5.95	3737
2055.35	194.269	-431.0	-6.79	3738
2055.90	194.395	-427.5	-6.20	3739
2056.45	194.515	-427.6	-6.21	3740
2057.00	194.636	-426.3	-5.98	3741
2057.55	194.754	-424.5	-5.67	3742
2058.10	194.870	-430.0	-6.57	3743
2058.65	194.994	-422.6	-5.34	3744
2059.20	195.105	-419.9	-4.88	3745
2059.75	195.213	-422.8	-5.35	3746
2060.30	195.324	-421.1	-5.06	3747
2060.85	195.434	-421.1	-5.05	3748
2061.40	195.545	-423.0	-5.35	3749
2061.95	195.642	-417.7	-4.47	3750
2062.50	195.743	-421.9	-5.15	3751
2063.05	195.853	-420.5	-4.91	3752
2063.60	195.961	-420.7	-4.93	3753
2064.15	196.068	-413.9	-3.80	3754
2064.70	196.168	-421.0	-4.96	3755
2065.25	196.275	-418.6	-4.56	3756
2065.80	196.378	-420.7	-4.90	3757
2066.35	196.483	-417.7	-4.39	3758
2066.90	196.579	-420.3	-4.81	3759
2067.45	196.686	-419.0	-4.59	3760
2068.00	196.792	-416.7	-4.20	3761
2068.55	196.893	-415.3	-3.96	3762
2069.10	196.993	-414.8	-3.87	3763
2069.65	197.092	-413.7	-3.68	3764
2070.20	197.189	-410.9	-3.20	3765
2070.75	197.282	-412.3	-3.43	3766
2071.30	197.377	-413.2	-3.57	3767
2071.85	197.474	-413.3	-3.57	3768
2072.40	197.569	-409.9	-3.00	3769
2072.95	197.656	-408.5	-2.76	3770
2073.50	197.745	-410.6	-3.10	3771
2074.05	197.838	-409.5	-2.92	3772
2074.60	197.929	-409.2	-2.86	3773
2075.15	198.019	-408.1	-2.67	3774
2075.70	198.108	-405.0	-2.16	3775
2076.25	198.193	-407.7	-2.60	3776
2076.80	198.282	-413.9	-3.61	3777
2077.35	198.376	-407.7	-2.58	3778
2077.90	198.465	-408.7	-2.74	3779
2078.45	198.554	-402.5	-1.71	3780
2079.00	198.636	-403.1	-1.81	3781
2079.55	198.715	-406.0	-2.29	3782
2080.10	198.800	-409.5	-2.86	3783
2080.65	198.891	-407.4	-2.51	3784
2081.20	198.979	-405.5	-2.19	3785
2081.75	199.065	-405.9	-2.25	3786
2082.30	199.151	-406.7	-2.38	3787
2082.85	199.238	-404.7	-2.04	3788
2083.40	199.323	-407.2	-2.46	3789
2083.95	199.410	-405.5	-2.17	3790
2084.50	199.497	-406.2	-2.28	3791
2085.05	199.583	-408.4	-2.64	3792
2085.60	199.673	-408.7	-2.68	3793
2086.15	199.762	-400.8	-1.37	3794
2086.70	199.843	-403.0	-1.73	3795
2087.25	199.926	-404.2	-1.93	3796
2087.80	200.010	-406.4	-2.29	3797
2088.35	200.096	-402.5	-1.65	3798
2088.90	200.179	-408.0	-2.55	3799
2089.45	200.268	-408.5	-2.63	3800
2090.00	200.358	-407.3	-2.43	3801
2090.55	200.448	-407.5	-2.47	3802
2091.10	200.537	-407.2	-2.41	3803
2091.65	200.624	-403.1	-1.73	3804
2092.20	200.708	-406.0	-2.21	3805
2092.75	200.795	-405.5	-2.13	3806
2093.30	200.881	-406.3	-2.26	3807
2093.85	200.969	-406.5	-2.29	3808
2094.40	201.056	-401.2	-1.42	3809
2094.95	201.138	-411.8	-3.17	3810
2095.50	201.233	-407.8	-2.51	3811
2096.05	201.324	-405.4	-2.10	3812
2096.60	201.409	-403.4	-1.78	3813
2097.15	201.493	-402.8	-1.68	3814
2097.70	201.577	-407.7	-2.50	3815
2098.25	201.667	-410.4	-2.94	3816
2098.80	201.760	-410.4	-2.94	3817
2099.35	201.854	-412.1	-3.22	3818
2099.90	201.950	-410.3	-2.92	3819
2100.45	202.045	-416.1	-3.88	3820
2101.00	202.147	-415.0	-3.70	3821
2101.55	202.249	-415.0	-3.69	3822
2102.10	202.350	-412.3	-3.24	3823
2102.65	202.447	-415.0	-3.69	3824
2103.20	202.549	-418.9	-4.33	3825
2103.75	202.656	-417.8	-4.14	3826
2104.30	202.762	-414.4	-3.58	3827
2104.85	202.864	-421.0	-4.67	3828
2105.40	202.975	-422.6	-4.93	3829
2105.95	203.089	-421.3	-4.71	3830
2106.50	203.201	-418.4	-4.22	3831
2107.05	203.310	-424.0	-5.14	3832
2107.60	203.426	-417.8	-4.11	3833
2108.15	203.534	-421.6	-4.74	3834
2108.70	203.647	-422.1	-4.82	3835
2109.25	203.761	-420.1	-4.48	3836
2109.80	203.871	-418.5	-4.21	3837
2110.35	203.980	-422.8	-4.92	3838
2110.90	204.097	-422.0	-4.78	3839
2111.45	204.211	-417.9	-4.09	3840
2112.00	204.319	-419.4	-4.34	3841
2112.55	204.428	-417.5	-4.02	3842
2113.10	204.537	-413.4	-3.34	3843
2113.65	204.637	-417.0	-3.93	3844
2114.20	204.743	-420.7	-4.54	3845
2114.75	204.854	-417.3	-3.97	3846
2115.30	204.961	-413.3	-3.31	3847
2115.85	205.061	-414.1	-3.43	3848
2116.40	205.164	-413.6	-3.35	3849
2116.95	205.264	-413.9	-3.40	3850
2117.50	205.365	-413.9	-3.40	3851
2118.05	205.465	-409.5	-2.67	3852
2118.60	205.562	-416.9	-3.89	3853
2119.15	205.665	-411.5	-3.00	3854
2119.70	205.764	-411.6	-3.02	3855
2120.25	205.862	-414.0	-3.41	3856
2120.80	205.963	-414.7	-3.53	3857
2121.35	206.065	-413.3	-3.29	3858
2121.90	206.166	-413.0	-3.24	3859
2122.45	206.266	-411.6	-3.01	3860
2123.00	206.364	-409.1	-2.60	3861
2123.55	206.458	-406.8	-2.22	3862
2124.10	206.552	-411.9	-3.06	3863
2124.65	206.649	-412.9	-3.23	3864
2125.20	206.749	-410.0	-2.75	3865
2125.75	206.845	-416.2	-3.77	3866
2126.30	206.949	-411.4	-2.98	3867
2126.85	207.048	-410.9	-2.89	3868
2127.40	207.144	-411.2	-2.94	3869
2127.95	207.242	-412.0	-3.08	3870
2128.50	207.341	-413.2	-3.27	3871
2129.05	207.441	-410.1	-2.76	3872
2129.60	207.537	-411.4	-2.98	3873
2130.15	207.634	-408.3	-2.46	3874
2130.70	207.724	-407.8	-2.39	3875
2131.25	207.815	-407.2	-2.29	3876
2131.80	207.908	-410.7	-2.87	3877
2132.35	208.004	-407.6	-2.35	3878
2132.90	208.097	-407.9	-2.41	3879
2133.45	208.190	-406.5	-2.19	3880
2134.00	208.281	-409.1	-2.62	3881
2134.55	208.376	-409.0	-2.61	3882
2135.10	208.471	-409.8	-2.74	3883
2135.65	208.566	-405.0	-1.95	3884
2136.20	208.655	-403.4	-1.69	3885
2136.75	208.743	-406.7	-2.24	3886
2137.30	208.834	-407.5	-2.38	3887
2137.85	208.926	-403.0	-1.64	3888
2138.40	209.013	-403.2	-1.67	3889
2138.95	209.100	-407.1	-2.32	3890
2139.50	209.192	-403.9	-1.80	3891
2140.05	209.280	-408.3	-2.53	3892
2140.60	209.374	-406.2	-2.19	3893
2141.15	209.464	-401.4	-1.40	3894
2141.70	209.550	-407.4	-2.39	3895
2142.25	209.642	-401.7	-1.46	3896
2142.80	209.728	-406.4	-2.24	3897
2143.35	209.818	-401.0	-1.35	3898
2143.90	209.904	-403.5	-1.77	3899
2144.45	209.991	-401.8	-1.49	3900
2145.00	210.076	-403.9	-1.84	3901
2145.55	210.157	-394.2	-0.24	3902
2146.10	210.234	-401.1	-1.39	3903
2146.65	210.319	-402.0	-1.55	3904
2147.20	210.404	-400.3	-1.27	3905
2147.75	210.488	-400.4	-1.29	3906
2148.30	210.572	-405.9	-2.21	3907
2148.85	210.658	-403.4	-1.80	3908
2149.40	210.746	-407.2	-2.43	3909
2149.95	210.838	-404.6	-2.01	3910
2150.50	210.927	-399.2	-1.12	3911
2151.05	211.010	-399.1	-1.11	3912
2151.60	211.092	-403.0	-1.76	3913
2152.15	211.180	-406.4	-2.33	3914
2152.70	211.270	-398.8	-1.07	3915
2153.25	211.354	-400.7	-1.39	3916
2153.80	211.438	-404.7	-2.06	3917
2154.35	211.527	-404.6	-2.05	3918
2154.90	211.616	-407.2	-2.48	3919
2155.45	211.701	-404.3	-2.01	3920
2156.00	211.786	-406.3	-2.34	3921
2156.55	211.878	-404.4	-2.03	3922
2157.10	211.967	-402.6	-1.74	3923
2157.65	212.055	-404.2	-2.01	3924
2158.20	212.143	-401.1	-1.50	3925
2158.75	212.229	-408.6	-2.75	3926
2159.30	212.324	-404.9	-2.14	3927
2159.85	212.415	-407.8	-2.62	3928
2160.40	212.509	-407.6	-2.59	3929
2160.95	212.603	-405.6	-2.27	3930
2161.50	212.692	-402.8	-1.81	3931
2162.05	212.779	-403.9	-1.99	3932
2162.60	212.868	-403.9	-2.00	3933
2163.15	212.957	-405.7	-2.30	3934
2163.70	213.048	-403.2	-1.89	3935
2164.25	213.136	-401.3	-1.58	3936
2164.80	213.223	-406.1	-2.38	3937
2165.35	213.314	-403.5	-1.96	3938
2165.90	213.403	-403.3	-1.93	3939
2166.45	213.491	-408.2	-2.75	3940
2167.00	213.583	-407.9	-2.70	3941
2167.55	213.678	-409.8	-3.02	3942
2168.10	213.775	-403.5	-1.98	3943
2168.65	213.864	-400.0	-1.41	3944
2169.20	213.949	-402.1	-1.76	3945
2169.75	214.036	-407.6	-2.67	3946
2170.30	214.127	-406.5	-2.50	3947
2170.85	214.219	-402.6	-1.86	3948
2171.40	214.308	-407.0	-2.59	3949
2171.95	214.401	-403.9	-2.09	3950
2172.50	214.491	-402.2	-1.81	3951
2173.05	214.580	-403.2	-1.98	3952
2173.60	214.667	-402.8	-1.92	3953
2174.15	214.756	-402.2	-1.83	3954
2174.70	214.843	-399.5	-1.39	3955
2175.25	214.924	-404.6	-2.25	3956
2175.80	215.011	-397.0	-1.00	3957
2176.35	215.093	-399.4	-1.39	3958
2176.90	215.176	-398.0	-1.17	3959
2177.45	215.258	-401.6	-1.77	3960
2178.00	215.342	-400.8	-1.64	3961
2178.55	215.428	-401.0	-1.70	3962
2179.10	215.514	-399.6	-1.46	3963
2179.65	215.599	-404.3	-2.25	3964
2180.20	215.687	-402.8	-2.01	3965
2180.75	215.776	-405.8	-2.51	3966
2181.30	215.866	-404.0	-2.22	3967
2181.85	215.956	-405.0	-2.39	3968
2182.40	216.049	-405.6	-2.50	3969
2182.95	216.142	-408.0	-2.90	3970
2183.50	216.238	-409.7	-3.19	3971
2184.05	216.338	-407.4	-2.82	3972
2184.60	216.434	-407.8	-2.89	3973
2185.15	216.531	-407.1	-2.78	3974
2185.70	216.627	-408.1	-2.95	3975
2186.25	216.725	-412.7	-3.72	3976
2186.80	216.828	-412.7	-3.72	3977
2187.35	216.930	-414.6	-4.04	3978
2187.90	217.038	-415.0	-4.11	3979
2188.45	217.147	-414.3	-4.00	3980
2189.00	217.255	-417.0	-4.45	3981
2189.55	217.367	-414.2	-4.00	3982
2190.10	217.475	-411.2	-3.50	3983
2190.65	217.580	-419.4	-4.87	3984
2191.20	217.696	-418.8	-4.77	3985
2191.75	217.812	-418.1	-4.66	3986
2192.30	217.927	-415.5	-4.23	3987
2192.85	218.038	-422.5	-5.39	3988
2193.40	218.163	-425.4	-5.88	3989
2193.95	218.292	-420.1	-5.00	3990
2194.50	218.412	-421.6	-5.25	3991
2195.05	218.534	-422.8	-5.45	3992
2195.60	218.660	-421.0	-5.16	3993
2196.15	218.782	-421.4	-5.23	3994
2196.70	218.904	-418.8	-4.80	3995
2197.25	219.022	-419.8	-4.96	3996
2197.80	219.140	-425.3	-5.88	3997
2198.35	219.270	-423.0	-5.51	3998
2198.90	219.394	-420.4	-5.08	3999
2199.45	219.515	-421.6	-5.29	4000
2200.00	219.637	-426.6	-6.11	4001
2200.55	219.771	-425.8	-5.98	4002
2201.10	219.904	-426.4	-6.08	4003
2201.65	220.040	-424.0	-5.69	4004
2202.20	220.170	-427.9	-6.34	4005
2202.75	220.306	-427.9	-6.34	4006
2203.30	220.444	-431.2	-6.89	4007
2203.85	220.589	-428.9	-6.52	4008
2204.40	220.730	-431.3	-6.92	4009
2204.95	220.875	-430.2	-6.74	4010
2205.50	221.019	-431.5	-6.96	4011
2206.05	221.166	-434.6	-7.47	4012
2206.60	221.319	-431.9	-7.03	4013
2207.15	221.469	-442.4	-8.77	4014
2207.70	221.639	-438.7	-8.16	4015
2208.25	221.809	-434.0	-7.38	4016
2208.80	221.963	-431.7	-7.01	4017
2209.35	222.113	-435.0	-7.57	4018
2209.90	222.276	-438.1	-8.08	4019
2210.45	222.441	-438.8	-8.20	4020
2211.00	222.609	-438.5	-8.16	4021
2211.55	222.777	-437.9	-8.07	4022
2212.10	222.947	-441.8	-8.72	4023
2212.65	223.119	-438.3	-8.15	4024
2213.20	223.287	-441.6	-8.70	4025
2213.75	223.460	-437.3	-7.99	4026
2214.30	223.627	-441.5	-8.69	4027
2214.85	223.804	-440.7	-8.57	4028
2215.40	223.977	-441.2	-8.65	4029
2215.95	224.155	-437.7	-8.08	4030
2216.50	224.325	-440.6	-8.56	4031
2217.05	224.501	-437.6	-8.07	4032
2217.60	224.669	-437.0	-7.98	4033
2218.15	224.838	-437.2	-8.01	4034
2218.70	225.003	-433.8	-7.46	4035
2219.25	225.165	-435.6	-7.76	4036
2219.80	225.331	-436.8	-7.96	4037
2220.35	225.499	-428.1	-6.52	4038
2220.90	225.649	-428.8	-6.64	4039
2221.45	225.799	-427.1	-6.36	4040
2222.00	225.944	-425.0	-6.02	4041
2222.55	226.085	-420.0	-5.19	4042
2223.10	226.215	-416.1	-4.55	4043
2223.65	226.342	-425.7	-6.13	4044
2224.20	226.489	-423.4	-5.75	4045
2224.75	226.628	-428.1	-6.53	4046
2225.30	226.774	-426.4	-6.24	4047
2225.85	226.918	-423.6	-5.78	4048
2226.40	227.060	-427.9	-6.48	4049
2226.95	227.211	-427.6	-6.43	4050
2227.50	227.363	-433.3	-7.36	4051
2228.05	227.526	-434.6	-7.57	4052
2228.60	227.692	-435.9	-7.77	4053
2229.15	227.862	-432.6	-7.21	4054
2229.70	228.026	-436.4	-7.83	4055
2230.25	228.199	-439.4	-8.31	4056
2230.80	228.380	-438.7	-8.18	4057
2231.35	228.560	-439.7	-8.33	4058
2231.90	228.743	-438.7	-8.15	4059
2232.45	228.923	-438.6	-8.12	4060
2233.00	229.102	-435.0	-7.51	4061
2233.55	229.272	-433.4	-7.23	4062
2234.10	229.438	-425.2	-5.87	4063
2234.65	229.585	-427.7	-6.27	4064
2235.20	229.736	-419.4	-4.89	4065
2235.75	229.872	-431.8	-6.92	4066
2236.30	230.032	-429.4	-6.51	4067
2236.85	230.189	-429.6	-6.53	4068
2237.40	230.347	-436.7	-7.69	4069
2237.95	230.522	-437.0	-7.72	4070
2238.50	230.698	-436.3	-7.59	4071
2239.05	230.872	-434.7	-7.32	4072
2239.60	231.047	-435.7	-7.46	4073
2240.15	231.220	-433.6	-7.10	4074
2240.70	231.388	-432.3	-6.87	4075
2241.25	231.552	-431.2	-6.67	4076
2241.80	231.714	-430.5	-6.54	4077
2242.35	231.874	-427.3	-6.00	4078
2242.90	232.026	-427.2	-5.97	4079
2243.45	232.182	-424.3	-5.48	4080
2244.00	232.328	-428.5	-6.16	4081
2244.55	232.483	-427.7	-6.01	4082
2245.10	232.636	-428.2	-6.07	4083
2245.65	232.791	-428.4	-6.09	4084
2246.20	232.945	-426.6	-5.78	4085
2246.75	233.097	-428.2	-6.03	4086
2247.30	233.251	-426.0	-5.65	4087
2247.85	233.401	-427.1	-5.81	4088
2248.40	233.551	-420.9	-4.76	4089
2248.95	233.691	-423.0	-5.10	4090
2249.50	233.831	-422.1	-4.94	4091
2250.05	233.971	-420.5	-4.66	4092
2250.60	234.109	-421.4	-4.79	4093
2251.15	234.247	-422.3	-4.92	4094
2251.70	234.388	-422.0	-4.85	4095
2252.25	234.528	-422.4	-4.89	4096
2252.80	234.668	-420.3	-4.53	4097
2253.35	234.805	-420.9	-4.61	4098
2253.90	234.942	-413.7	-3.40	4099
2254.45	235.065	-416.7	-3.88	4100
